Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Total_Amount,Month,Age_Group,Customer_Segment
576,2025-02-21,CUST7446,Female,67,Clothing,3,467.59,1402.77,1402.77,2,50+,1
577,2025-12-05,CUST5179,Male,34,Clothing,1,468.26,468.26,468.26,12,26-35,0
578,2025-05-24,CUST2682,Male,68,Clothing,3,213.07,639.21,639.21,5,50+,0
579,2025-03-10,CUST6626,Female,31,Electronics,4,245.02,980.08,980.08,3,26-35,2
580,2025-04-09,CUST8424,Male,44,Home Decor,1,358.7,358.7,358.7,4,36-50,0
581,2025-01-25,CUST1933,Male,35,Clothing,5,462.65,2313.25,2313.25,1,26-35,1
582,2025-02-22,CUST4598,Male,45,Electronics,4,88.16,352.64,352.64,2,36-50,0
583,2025-05-31,CUST2980,Female,68,Electronics,2,166.04,332.08,332.08,5,50+,0
584,2025-05-24,CUST4056,Male,64,Clothing,2,86.84,173.68,173.68,5,50+,0
585,2025-02-26,CUST9984,Female,64,Clothing,2,313.76,627.52,627.52,2,50+,0
586,2025-02-08,CUST1791,Male,21,Home Decor,4,167.02,668.08,668.08,2,18-25,2
587,2025-04-19,CUST6390,Female,24,Electronics,4,176.53,706.12,706.12,4,18-25,2
588,2025-06-30,CUST7635,Male,62,Electronics,4,54.04,216.16,216.16,6,50+,0
589,2025-02-11,CUST3255,Female,52,Beauty,1,187.9,187.9,187.9,2,50+,0
590,2025-07-05,CUST4610,Female,65,Electronics,1,434.0,434.0,434.0,7,50+,0
591,2025-08-11,CUST2607,Male,26,Home Decor,2,131.87,263.74,263.74,8,26-35,0
592,2025-05-02,CUST6179,Female,25,Beauty,3,353.69,1061.07,1061.07,5,18-25,2
593,2025-05-13,CUST7573,Female,69,Beauty,2,322.22,644.44,644.44,5,50+,0
594,2025-06-12,CUST1984,Female,62,Beauty,5,434.47,2172.3500000000004,2172.3500000000004,6,50+,1
595,2025-08-03,CUST6776,Female,34,Clothing,1,83.5,83.5,83.5,8,26-35,0
596,2025-08-09,CUST4676,Female,34,Clothing,4,489.24,1956.96,1956.96,8,26-35,1
597,2025-08-23,CUST4380,Female,66,Electronics,1,299.66,299.66,299.66,8,50+,0
598,2025-11-27,CUST9711,Female,50,Beauty,4,497.83,1991.32,1991.32,11,36-50,1
599,2025-05-26,CUST9782,Female,49,Home Decor,5,457.53,2287.65,2287.6499999999996,5,36-50,1
600,2025-08-27,CUST2050,Male,25,Clothing,5,126.33,631.65,631.65,8,18-25,0
601,2025-03-17,CUST4633,Male,36,Home Decor,1,46.96,46.96,46.96,3,36-50,0
602,2025-01-09,CUST7342,Female,55,Home Decor,4,142.71,570.84,570.84,1,50+,0
603,2025-03-15,CUST1959,Female,20,Clothing,5,273.23,1366.15,1366.15,3,18-25,2
604,2025-09-10,CUST7059,Male,22,Clothing,2,102.37,204.74,204.74,9,18-25,0
605,2025-08-18,CUST9884,Male,30,Clothing,2,100.38,200.76,200.76,8,26-35,0
606,2025-01-07,CUST6655,Male,64,Clothing,4,242.04,968.16,968.16,1,50+,2
607,2025-06-23,CUST5473,Female,63,Beauty,1,35.97,35.97,35.97,6,50+,0
608,2025-05-21,CUST3946,Male,48,Beauty,5,78.51,392.55,392.55,5,36-50,0
609,2025-06-17,CUST8725,Female,33,Beauty,1,219.61,219.61,219.61,6,26-35,0
610,2025-06-19,CUST1526,Female,67,Beauty,2,50.3,100.6,100.6,6,50+,0
611,2025-10-10,CUST4224,Male,49,Electronics,5,210.44,1052.2,1052.2,10,36-50,2
612,2025-05-02,CUST2875,Female,39,Beauty,1,247.52,247.52,247.52,5,36-50,0
613,2025-07-13,CUST2763,Female,46,Clothing,3,236.61,709.83,709.83,7,36-50,2
614,2025-01-05,CUST9712,Female,39,Home Decor,4,437.2,1748.8,1748.8,1,36-50,1
615,2025-01-29,CUST6797,Female,60,Beauty,4,274.43,1097.72,1097.72,1,50+,2
616,2025-06-14,CUST8099,Male,20,Electronics,3,244.63,733.89,733.89,6,18-25,2
617,2025-12-05,CUST6109,Male,27,Clothing,2,217.14,434.28,434.28,12,26-35,0
618,2025-05-16,CUST7644,Female,59,Home Decor,5,412.46,2062.3,2062.2999999999997,5,50+,1
619,2025-12-31,CUST1116,Female,38,Home Decor,4,449.63,1798.52,1798.52,12,36-50,1
620,2025-11-17,CUST3433,Male,33,Beauty,3,429.56,1288.68,1288.68,11,26-35,2
621,2025-12-08,CUST6463,Female,29,Home Decor,3,343.3,1029.9,1029.9,12,26-35,2
622,2025-05-25,CUST1583,Male,19,Beauty,2,85.93,171.86,171.86,5,18-25,0
623,2025-11-23,CUST9586,Female,58,Beauty,2,152.9,305.8,305.8,11,50+,0
624,2025-08-05,CUST4788,Female,41,Clothing,1,42.11,42.11,42.11,8,36-50,0
625,2025-10-28,CUST5167,Male,52,Clothing,4,466.8,1867.2,1867.2,10,50+,1
626,2025-05-12,CUST9465,Male,47,Electronics,1,337.18,337.18,337.18,5,36-50,0
627,2025-10-19,CUST2389,Male,47,Clothing,3,378.25,1134.75,1134.75,10,36-50,2
628,2025-03-11,CUST9357,Male,64,Clothing,5,169.55,847.75,847.75,3,50+,2
629,2025-09-09,CUST7154,Female,52,Beauty,5,425.91,2129.55,2129.55,9,50+,1
630,2025-10-02,CUST6420,Male,36,Clothing,2,144.61,289.22,289.22,10,36-50,0
631,2025-12-30,CUST9920,Female,67,Beauty,5,20.79,103.95,103.94999999999999,12,50+,0
632,2025-07-01,CUST3043,Male,25,Beauty,5,200.68,1003.4,1003.4000000000001,7,18-25,2
633,2025-06-16,CUST5197,Male,43,Clothing,5,293.97,1469.85,1469.8500000000001,6,36-50,1
634,2025-04-01,CUST4496,Female,66,Electronics,3,249.78,749.34,749.34,4,50+,2
635,2025-07-21,CUST1778,Male,57,Electronics,5,433.8,2169.0,2169.0,7,50+,1
636,2025-12-12,CUST1213,Male,24,Home Decor,5,70.59,352.95000000000005,352.95000000000005,12,18-25,0
637,2025-01-19,CUST4762,Male,47,Home Decor,5,285.84,1429.1999999999998,1429.1999999999998,1,36-50,1
638,2025-02-08,CUST7731,Male,24,Clothing,1,266.23,266.23,266.23,2,18-25,0
639,2025-05-06,CUST4117,Female,20,Electronics,3,155.07,465.21,465.21,5,18-25,0
640,2025-06-22,CUST6791,Female,18,Beauty,2,414.67,829.34,829.34,6,<18,2
641,2025-05-21,CUST9783,Male,53,Home Decor,1,381.37,381.37,381.37,5,50+,0
642,2025-08-30,CUST3720,Male,42,Beauty,4,371.77,1487.08,1487.08,8,36-50,1
643,2025-08-08,CUST9905,Male,54,Home Decor,3,440.57,1321.71,1321.71,8,50+,2
644,2025-05-06,CUST7047,Female,18,Clothing,3,366.94,1100.82,1100.82,5,<18,2
645,2025-02-27,CUST9032,Female,32,Electronics,4,131.28,525.12,525.12,2,26-35,0
646,2025-05-28,CUST1001,Female,54,Home Decor,4,358.67,1434.68,1434.68,5,50+,1
647,2025-11-13,CUST7368,Female,30,Electronics,4,167.7,670.8,670.8,11,26-35,2
648,2025-12-27,CUST2949,Male,57,Beauty,2,136.24,272.48,272.48,12,50+,0
649,2025-01-01,CUST7732,Male,25,Clothing,5,55.04,275.2,275.2,1,18-25,0
650,2025-12-14,CUST8833,Male,22,Electronics,3,377.13,1131.39,1131.3899999999999,12,18-25,2
651,2025-07-09,CUST1917,Female,26,Clothing,5,361.28,1806.4,1806.3999999999999,7,26-35,1
652,2025-07-10,CUST4174,Male,18,Electronics,5,132.56,662.8,662.8,7,<18,2
653,2025-11-08,CUST8014,Female,53,Beauty,4,379.7,1518.8,1518.8,11,50+,1
654,2025-04-27,CUST1089,Female,52,Beauty,2,460.56,921.12,921.12,4,50+,2
655,2025-05-14,CUST2709,Male,19,Clothing,1,71.85,71.85,71.85,5,18-25,0
656,2025-02-27,CUST4041,Male,57,Beauty,2,131.67,263.34,263.34,2,50+,0
657,2025-02-13,CUST1105,Male,40,Home Decor,5,380.13,1900.65,1900.65,2,36-50,1
658,2025-06-22,CUST9619,Female,26,Electronics,2,151.76,303.52,303.52,6,26-35,0
659,2025-06-09,CUST2895,Female,51,Beauty,4,319.84,1279.36,1279.36,6,50+,2
660,2025-06-22,CUST7090,Male,63,Home Decor,1,58.96,58.96,58.96,6,50+,0
661,2025-11-13,CUST9508,Male,31,Clothing,4,237.06,948.24,948.24,11,26-35,2
662,2025-10-30,CUST7082,Female,21,Home Decor,1,374.76,374.76,374.76,10,18-25,0
663,2025-05-29,CUST1634,Male,47,Clothing,5,349.53,1747.65,1747.6499999999999,5,36-50,1
664,2025-03-21,CUST2925,Female,48,Clothing,1,411.23,411.23,411.23,3,36-50,0
665,2025-08-01,CUST3056,Female,55,Electronics,1,441.18,441.18,441.18,8,50+,0
666,2025-07-22,CUST7917,Male,28,Electronics,1,391.13,391.13,391.13,7,26-35,0
667,2025-09-09,CUST4144,Male,52,Home Decor,2,342.36,684.72,684.72,9,50+,2
668,2025-08-17,CUST1552,Male,25,Electronics,2,35.23,70.46,70.46,8,18-25,0
669,2025-06-13,CUST9907,Male,20,Electronics,5,276.78,1383.9,1383.8999999999999,6,18-25,2
670,2025-08-15,CUST6383,Female,31,Electronics,1,38.09,38.09,38.09,8,26-35,0
671,2025-05-27,CUST4911,Female,30,Home Decor,3,407.87,1223.61,1223.6100000000001,5,26-35,2
672,2025-01-20,CUST4389,Female,62,Beauty,5,173.95,869.75,869.75,1,50+,2
673,2025-02-16,CUST9442,Male,49,Electronics,1,289.97,289.97,289.97,2,36-50,0
674,2025-08-21,CUST3430,Female,51,Electronics,1,154.13,154.13,154.13,8,50+,0
675,2025-11-01,CUST1458,Male,62,Home Decor,2,395.6,791.2,791.2,11,50+,2
676,2025-01-14,CUST1207,Male,36,Beauty,5,445.52,2227.6,2227.6,1,36-50,1
677,2025-05-23,CUST1899,Male,55,Electronics,1,211.35,211.35,211.35,5,50+,0
678,2025-01-01,CUST1021,Male,33,Clothing,1,434.2,434.2,434.2,1,26-35,0
679,2025-02-23,CUST9601,Male,19,Home Decor,5,148.2,741.0,741.0,2,18-25,2
680,2025-09-16,CUST1894,Male,57,Electronics,3,276.64,829.92,829.92,9,50+,2
681,2025-05-24,CUST1514,Female,34,Electronics,5,432.21,2161.05,2161.0499999999997,5,26-35,1
682,2025-01-12,CUST8294,Male,51,Clothing,5,176.42,882.0999999999999,882.0999999999999,1,50+,2
683,2025-11-26,CUST5904,Female,59,Clothing,3,477.94,1433.82,1433.82,11,50+,1
684,2025-08-12,CUST8867,Female,33,Home Decor,5,78.5,392.5,392.5,8,26-35,0
685,2025-09-29,CUST5109,Male,55,Home Decor,1,28.77,28.77,28.77,9,50+,0
686,2025-12-24,CUST8179,Male,19,Clothing,5,453.98,2269.9,2269.9,12,18-25,1
687,2025-06-05,CUST2560,Male,19,Home Decor,3,52.95,158.85000000000002,158.85000000000002,6,18-25,0
688,2025-01-08,CUST2266,Female,43,Clothing,4,496.11,1984.44,1984.44,1,36-50,1
689,2025-05-02,CUST4638,Male,30,Electronics,5,476.67,2383.35,2383.35,5,26-35,1
690,2025-12-14,CUST9941,Female,64,Clothing,2,85.77,171.54,171.54,12,50+,0
691,2025-06-13,CUST4427,Male,48,Clothing,1,278.04,278.04,278.04,6,36-50,0
692,2025-03-31,CUST5780,Male,51,Beauty,1,108.76,108.76,108.76,3,50+,0
693,2025-05-16,CUST2927,Female,56,Clothing,2,225.51,451.02,451.02,5,50+,0
694,2025-07-05,CUST3356,Female,20,Clothing,2,49.48,98.96,98.96,7,18-25,0
695,2025-11-12,CUST5790,Male,25,Beauty,5,127.48,637.4,637.4,11,18-25,0
696,2025-06-27,CUST1306,Female,40,Home Decor,2,194.37,388.74,388.74,6,36-50,0
697,2025-01-28,CUST8979,Female,31,Beauty,4,230.55,922.2,922.2,1,26-35,2
698,2025-08-08,CUST4665,Female,44,Electronics,3,489.2,1467.6,1467.6,8,36-50,1
699,2025-12-23,CUST8057,Female,46,Beauty,2,407.78,815.56,815.56,12,36-50,2
700,2025-02-10,CUST1661,Female,56,Electronics,2,373.96,747.92,747.92,2,50+,2
701,2025-08-16,CUST5644,Male,56,Home Decor,4,277.78,1111.12,1111.12,8,50+,2
702,2025-07-11,CUST9503,Male,18,Beauty,1,423.2,423.2,423.2,7,<18,0
703,2025-05-25,CUST3920,Female,34,Beauty,1,182.87,182.87,182.87,5,26-35,0
704,2025-07-20,CUST9946,Male,58,Home Decor,5,360.27,1801.35,1801.35,7,50+,1
705,2025-07-31,CUST7236,Male,47,Electronics,4,497.02,1988.08,1988.08,7,36-50,1
706,2025-08-08,CUST7078,Female,30,Beauty,3,171.02,513.0600000000001,513.0600000000001,8,26-35,0
707,2025-08-28,CUST1352,Male,38,Electronics,3,343.53,1030.59,1030.59,8,36-50,2
708,2025-02-15,CUST8005,Female,36,Beauty,4,425.27,1701.08,1701.08,2,36-50,1
709,2025-02-04,CUST1158,Female,36,Clothing,3,459.59,1378.77,1378.77,2,36-50,2
710,2025-09-10,CUST1956,Male,42,Beauty,1,364.61,364.61,364.61,9,36-50,0
711,2025-03-23,CUST3071,Female,39,Home Decor,3,156.13,468.39,468.39,3,36-50,0
712,2025-09-13,CUST9595,Female,48,Home Decor,3,176.62,529.86,529.86,9,36-50,0
713,2025-07-16,CUST4453,Female,34,Electronics,4,29.96,119.84,119.84,7,26-35,0
714,2025-10-30,CUST7675,Female,40,Beauty,4,385.23,1540.92,1540.92,10,36-50,1
715,2025-01-10,CUST1955,Female,49,Electronics,3,40.52,121.56,121.56,1,36-50,0
716,2025-11-08,CUST7295,Male,27,Electronics,2,435.03,870.06,870.06,11,26-35,2
717,2025-10-13,CUST2712,Male,27,Clothing,4,76.96,307.84,307.84,10,26-35,0
718,2025-08-30,CUST5703,Female,53,Clothing,5,102.5,512.5,512.5,8,50+,0
719,2025-09-08,CUST7563,Female,25,Home Decor,5,248.73,1243.65,1243.6499999999999,9,18-25,2
720,2025-12-31,CUST6631,Male,69,Electronics,1,374.18,374.18,374.18,12,50+,0
721,2025-01-05,CUST2394,Female,37,Home Decor,3,86.72,260.16,260.15999999999997,1,36-50,0
722,2025-04-29,CUST5732,Male,49,Beauty,2,231.23,462.46,462.46,4,36-50,0
723,2025-10-16,CUST4714,Female,67,Electronics,1,251.77,251.77,251.77,10,50+,0
724,2025-03-06,CUST1529,Female,31,Electronics,3,121.9,365.7000000000001,365.70000000000005,3,26-35,0
725,2025-05-26,CUST3958,Female,67,Beauty,4,75.47,301.88,301.88,5,50+,0
726,2025-08-12,CUST8904,Female,45,Beauty,5,421.48,2107.4,2107.4,8,36-50,1
727,2025-08-27,CUST4591,Female,63,Home Decor,2,261.18,522.36,522.36,8,50+,0
728,2025-06-26,CUST7895,Female,69,Home Decor,5,26.9,134.5,134.5,6,50+,0
729,2025-09-24,CUST1525,Female,41,Beauty,4,405.43,1621.72,1621.72,9,36-50,1
730,2025-12-07,CUST7477,Male,32,Home Decor,3,490.78,1472.34,1472.34,12,26-35,1
731,2025-10-09,CUST1001,Male,39,Beauty,4,310.84,1243.36,1243.36,10,36-50,2
732,2025-03-04,CUST1374,Male,47,Electronics,4,261.78,1047.12,1047.12,3,36-50,2
733,2025-08-05,CUST5648,Female,21,Electronics,5,441.64,2208.2,2208.2,8,18-25,1
734,2025-12-08,CUST3365,Female,30,Clothing,2,477.21,954.42,954.42,12,26-35,2
735,2025-11-11,CUST2525,Female,40,Electronics,4,382.18,1528.72,1528.72,11,36-50,1
736,2025-10-10,CUST2646,Female,25,Beauty,5,233.82,1169.1,1169.1,10,18-25,2
737,2025-06-26,CUST1013,Female,35,Home Decor,2,304.27,608.54,608.54,6,26-35,0
738,2025-04-08,CUST5599,Female,29,Clothing,3,356.45,1069.35,1069.35,4,26-35,2
739,2025-04-15,CUST3278,Female,48,Home Decor,3,113.25,339.75,339.75,4,36-50,0
740,2025-04-09,CUST4155,Male,31,Beauty,1,234.66,234.66,234.66,4,26-35,0
741,2025-11-07,CUST9321,Female,51,Electronics,5,418.31,2091.55,2091.55,11,50+,1
742,2025-01-06,CUST4814,Male,35,Clothing,2,334.27,668.54,668.54,1,26-35,2
743,2025-07-16,CUST4216,Male,51,Beauty,4,217.38,869.52,869.52,7,50+,2
744,2025-12-17,CUST9219,Female,28,Clothing,3,338.41,1015.23,1015.23,12,26-35,2
745,2025-05-13,CUST3113,Female,58,Clothing,2,76.75,153.5,153.5,5,50+,0
746,2025-12-24,CUST5356,Male,29,Electronics,5,212.72,1063.6,1063.6,12,26-35,2
747,2025-09-16,CUST6543,Male,66,Beauty,1,400.7,400.7,400.7,9,50+,0
748,2025-01-23,CUST5555,Female,32,Home Decor,3,125.84,377.52,377.52,1,26-35,0
749,2025-02-22,CUST8062,Female,48,Clothing,2,109.26,218.52,218.52,2,36-50,0
750,2025-06-14,CUST4374,Male,66,Clothing,2,476.39,952.78,952.78,6,50+,2
751,2025-07-21,CUST7430,Female,46,Home Decor,2,120.75,241.5,241.5,7,36-50,0
752,2025-03-24,CUST4466,Female,43,Beauty,5,145.24,726.2,726.2,3,36-50,2
753,2025-05-25,CUST4081,Female,35,Clothing,5,485.42,2427.1,2427.1,5,26-35,1
754,2025-03-26,CUST1629,Male,49,Clothing,5,372.66,1863.3,1863.3000000000002,3,36-50,1
755,2025-03-19,CUST1269,Male,39,Clothing,4,355.81,1423.24,1423.24,3,36-50,1
756,2025-01-01,CUST6724,Male,55,Beauty,2,429.4,858.8,858.8,1,50+,2
757,2025-02-20,CUST6897,Female,34,Beauty,3,75.6,226.8,226.79999999999998,2,26-35,0
758,2025-06-22,CUST4432,Female,40,Home Decor,5,358.86,1794.3000000000002,1794.3000000000002,6,36-50,1
759,2025-07-24,CUST7276,Male,41,Beauty,5,261.77,1308.85,1308.85,7,36-50,2
760,2025-09-17,CUST6895,Male,67,Beauty,2,417.99,835.98,835.98,9,50+,2
761,2025-10-15,CUST8115,Male,25,Electronics,5,263.91,1319.5500000000002,1319.5500000000002,10,18-25,2
762,2025-02-03,CUST7656,Female,58,Home Decor,4,317.72,1270.88,1270.88,2,50+,2
763,2025-12-14,CUST1575,Male,23,Clothing,4,249.32,997.28,997.28,12,18-25,2
764,2025-04-05,CUST8029,Male,22,Beauty,5,249.52,1247.6,1247.6000000000001,4,18-25,2
765,2025-03-13,CUST7099,Female,61,Clothing,2,388.63,777.26,777.26,3,50+,2
766,2025-02-08,CUST4192,Female,46,Clothing,2,321.71,643.42,643.42,2,36-50,0
767,2025-06-03,CUST4178,Female,45,Electronics,2,323.97,647.94,647.94,6,36-50,0
768,2025-09-07,CUST7052,Male,28,Beauty,1,236.14,236.14,236.14,9,26-35,0
769,2025-06-11,CUST3734,Female,18,Home Decor,5,274.93,1374.65,1374.65,6,<18,2
770,2025-04-28,CUST7116,Female,60,Beauty,2,377.94,755.88,755.88,4,50+,2
771,2025-09-16,CUST4568,Male,36,Clothing,4,416.45,1665.8,1665.8,9,36-50,1
772,2025-11-02,CUST3203,Female,26,Home Decor,3,354.35,1063.0500000000002,1063.0500000000002,11,26-35,2
773,2025-09-25,CUST2390,Male,44,Beauty,3,463.56,1390.68,1390.68,9,36-50,2
774,2025-02-23,CUST2742,Male,51,Clothing,2,413.76,827.52,827.52,2,50+,2
775,2025-08-24,CUST2925,Female,61,Clothing,3,289.69,869.0699999999999,869.0699999999999,8,50+,2
776,2025-08-10,CUST1619,Female,21,Electronics,3,342.27,1026.81,1026.81,8,18-25,2
777,2025-09-08,CUST2274,Female,53,Electronics,1,464.63,464.63,464.63,9,50+,0
778,2025-11-09,CUST1956,Female,35,Electronics,4,317.2,1268.8,1268.8,11,26-35,2
779,2025-04-22,CUST2939,Female,32,Clothing,4,415.91,1663.64,1663.64,4,26-35,1
780,2025-09-12,CUST4953,Female,68,Beauty,1,350.63,350.63,350.63,9,50+,0
781,2025-10-30,CUST1968,Male,30,Electronics,1,284.93,284.93,284.93,10,26-35,0
782,2025-07-26,CUST1281,Male,36,Beauty,3,136.08,408.24,408.24,7,36-50,0
783,2025-08-17,CUST7262,Female,66,Electronics,5,224.48,1122.4,1122.3999999999999,8,50+,2
784,2025-12-07,CUST2058,Male,23,Home Decor,3,484.52,1453.56,1453.56,12,18-25,1
785,2025-03-07,CUST5293,Female,65,Home Decor,1,335.73,335.73,335.73,3,50+,0
786,2025-03-16,CUST6178,Male,29,Electronics,4,290.91,1163.64,1163.64,3,26-35,2
787,2025-04-13,CUST7980,Male,68,Clothing,3,467.82,1403.46,1403.46,4,50+,1
788,2025-07-11,CUST2229,Male,54,Electronics,5,301.53,1507.65,1507.6499999999999,7,50+,1
789,2025-09-09,CUST5585,Female,34,Electronics,3,272.52,817.56,817.56,9,26-35,2
790,2025-08-14,CUST9467,Male,40,Clothing,2,384.47,768.94,768.94,8,36-50,2
791,2025-10-21,CUST3740,Female,43,Home Decor,3,362.08,1086.24,1086.24,10,36-50,2
792,2025-11-02,CUST3289,Male,46,Beauty,1,112.72,112.72,112.72,11,36-50,0
793,2025-04-08,CUST2239,Male,50,Electronics,4,246.23,984.92,984.92,4,36-50,2
794,2025-12-04,CUST6370,Male,44,Clothing,4,246.81,987.24,987.24,12,36-50,2
795,2025-10-13,CUST1125,Male,42,Electronics,1,201.55,201.55,201.55,10,36-50,0
796,2025-12-01,CUST8473,Male,27,Clothing,2,268.3,536.6,536.6,12,26-35,0
797,2025-12-13,CUST6342,Female,64,Beauty,1,218.29,218.29,218.29,12,50+,0
798,2025-11-04,CUST8351,Female,40,Beauty,3,115.69,347.07,347.07,11,36-50,0
799,2025-09-06,CUST7638,Male,38,Home Decor,1,217.94,217.94,217.94,9,36-50,0
800,2025-06-15,CUST7570,Male,38,Clothing,1,54.69,54.69,54.69,6,36-50,0
801,2025-12-01,CUST4249,Male,60,Clothing,2,296.38,592.76,592.76,12,50+,0
802,2025-01-30,CUST8595,Male,30,Home Decor,3,429.75,1289.25,1289.25,1,26-35,2
803,2025-09-04,CUST7294,Female,54,Home Decor,5,368.14,1840.7,1840.6999999999998,9,50+,1
804,2025-04-16,CUST7527,Male,50,Clothing,5,192.99,964.95,964.95,4,36-50,2
805,2025-02-20,CUST6757,Female,41,Home Decor,4,61.79,247.16,247.16,2,36-50,0
806,2025-03-22,CUST2969,Male,61,Beauty,1,117.03,117.03,117.03,3,50+,0
807,2025-05-13,CUST1891,Female,28,Electronics,4,281.84,1127.36,1127.36,5,26-35,2
808,2025-10-12,CUST5470,Male,34,Beauty,2,119.39,238.78,238.78,10,26-35,0
809,2025-05-18,CUST8175,Male,21,Home Decor,5,281.11,1405.5500000000002,1405.5500000000002,5,18-25,1
810,2025-07-03,CUST9320,Female,64,Clothing,1,131.17,131.17,131.17,7,50+,0
811,2025-11-26,CUST7812,Male,42,Clothing,2,427.48,854.96,854.96,11,36-50,2
812,2025-09-30,CUST8519,Male,47,Beauty,2,210.69,421.38,421.38,9,36-50,0
813,2025-12-06,CUST5612,Male,26,Clothing,1,137.86,137.86,137.86,12,26-35,0
814,2025-03-10,CUST2198,Female,38,Home Decor,2,409.92,819.84,819.84,3,36-50,2
815,2025-02-03,CUST6238,Male,37,Beauty,1,184.56,184.56,184.56,2,36-50,0
816,2025-09-19,CUST7089,Male,36,Clothing,1,73.51,73.51,73.51,9,36-50,0
817,2025-02-22,CUST7257,Female,36,Electronics,3,293.8,881.4000000000001,881.4000000000001,2,36-50,2
818,2025-07-24,CUST8705,Female,29,Electronics,4,299.15,1196.6,1196.6,7,26-35,2
819,2025-05-06,CUST4719,Female,54,Home Decor,2,363.05,726.1,726.1,5,50+,2
820,2025-08-23,CUST1302,Male,59,Clothing,2,135.31,270.62,270.62,8,50+,0
821,2025-02-12,CUST1986,Male,34,Home Decor,3,233.01,699.03,699.03,2,26-35,2
822,2025-08-28,CUST5440,Male,54,Beauty,3,155.54,466.62,466.62,8,50+,0
823,2025-04-21,CUST5909,Female,65,Electronics,3,58.86,176.57999999999998,176.57999999999998,4,50+,0
824,2025-09-06,CUST4072,Male,56,Beauty,5,440.77,2203.85,2203.85,9,50+,1
825,2025-05-31,CUST4124,Male,45,Clothing,5,369.86,1849.3,1849.3000000000002,5,36-50,1
826,2025-07-02,CUST9125,Female,58,Home Decor,5,164.7,823.5,823.5,7,50+,2
827,2025-12-02,CUST4291,Female,52,Home Decor,1,307.7,307.7,307.7,12,50+,0
828,2025-04-05,CUST5033,Female,64,Home Decor,2,116.61,233.22,233.22,4,50+,0
829,2025-01-08,CUST6105,Female,65,Beauty,4,447.31,1789.24,1789.24,1,50+,1
830,2025-12-26,CUST1703,Female,35,Electronics,1,75.16,75.16,75.16,12,26-35,0
831,2025-07-03,CUST9133,Male,31,Beauty,2,21.84,43.68,43.68,7,26-35,0
832,2025-10-08,CUST1574,Female,52,Beauty,2,260.96,521.92,521.92,10,50+,0
833,2025-07-14,CUST6704,Male,61,Clothing,3,299.9,899.6999999999999,899.6999999999999,7,50+,2
834,2025-12-18,CUST8848,Male,58,Clothing,3,297.9,893.6999999999999,893.6999999999999,12,50+,2
835,2025-07-14,CUST6208,Female,24,Clothing,1,46.17,46.17,46.17,7,18-25,0
836,2025-06-04,CUST7924,Female,58,Electronics,3,170.74,512.22,512.22,6,50+,0
837,2025-04-03,CUST4828,Female,30,Electronics,2,259.62,519.24,519.24,4,26-35,0
838,2025-06-09,CUST4230,Male,35,Clothing,3,123.96,371.88,371.88,6,26-35,0
839,2025-03-02,CUST1488,Female,54,Clothing,5,438.86,2194.3,2194.3,3,50+,1
840,2025-05-02,CUST8114,Female,30,Electronics,3,61.81,185.43,185.43,5,26-35,0
841,2025-02-20,CUST4173,Female,53,Home Decor,2,253.94,507.88,507.88,2,50+,0
842,2025-10-04,CUST2667,Female,48,Electronics,1,351.88,351.88,351.88,10,36-50,0
843,2025-01-05,CUST5114,Female,19,Electronics,4,145.64,582.56,582.56,1,18-25,0
844,2025-04-02,CUST4553,Male,33,Electronics,3,319.64,958.92,958.92,4,26-35,2
845,2025-06-19,CUST8761,Male,26,Clothing,2,418.1,836.2,836.2,6,26-35,2
846,2025-11-13,CUST2000,Male,26,Home Decor,4,111.36,445.44,445.44,11,26-35,0
847,2025-01-22,CUST2388,Female,55,Electronics,4,460.27,1841.08,1841.08,1,50+,1
848,2025-11-22,CUST6450,Female,28,Clothing,5,285.71,1428.55,1428.55,11,26-35,1
849,2025-01-01,CUST4712,Female,39,Beauty,4,163.63,654.52,654.52,1,36-50,0
850,2025-05-13,CUST2367,Male,50,Beauty,2,226.81,453.62,453.62,5,36-50,0
851,2025-08-21,CUST9189,Female,53,Electronics,2,169.85,339.7,339.7,8,50+,0
852,2025-01-12,CUST1454,Female,62,Beauty,3,368.05,1104.15,1104.15,1,50+,2
853,2025-12-12,CUST3772,Female,40,Home Decor,3,402.22,1206.66,1206.66,12,36-50,2
854,2025-02-15,CUST4726,Male,62,Beauty,3,419.81,1259.43,1259.43,2,50+,2
855,2025-02-03,CUST8232,Female,62,Beauty,4,493.17,1972.68,1972.68,2,50+,1
856,2025-03-19,CUST5806,Male,51,Home Decor,4,399.82,1599.28,1599.28,3,50+,1
857,2025-08-06,CUST3190,Female,26,Electronics,5,308.66,1543.3000000000002,1543.3000000000002,8,26-35,1
858,2025-10-28,CUST3875,Male,41,Electronics,3,182.83,548.49,548.49,10,36-50,0
859,2025-03-14,CUST6592,Male,25,Home Decor,1,281.41,281.41,281.41,3,18-25,0
860,2025-10-09,CUST2440,Male,24,Home Decor,5,39.71,198.55,198.55,10,18-25,0
861,2025-09-06,CUST9927,Female,53,Home Decor,1,377.52,377.52,377.52,9,50+,0
862,2025-02-16,CUST7059,Female,35,Beauty,4,234.06,936.24,936.24,2,26-35,2
863,2025-05-01,CUST8010,Male,20,Home Decor,5,29.61,148.05,148.05,5,18-25,0
